Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
BambooMod:delude_width, Camoslab
BambooMod:delude_height, Camoslab(Vertical)
BambooMod:delude_stair, Camostairs
BambooMod:campfire, Campfire
BambooMod:deco:0, Plaster
BambooMod:deco:1, Namako
BambooMod:deco:2, Check(oak)
BambooMod:deco:3, Check(pine)
BambooMod:deco:4, Check(birch)
BambooMod:deco:5, Kawara
BambooMod:halfDeco:0, HalfPlaster
BambooMod:halfDeco:1, HalfNamako
BambooMod:halfDeco:2, HalfCheck(oak)
BambooMod:halfDeco:3, HalfCheck(pine)
BambooMod:halfDeco:4, HalfCheck(pine)
BambooMod:halfDeco:5, HalfKawara
BambooMod:twoDirDeco:0, Yoroiita
BambooMod:twoDirDeco:2, SakuraWoodPlanks
BambooMod:twoDirDeco:4, StrawBlock
BambooMod:halfTwoDirDeco:0, HalfYoroiita
BambooMod:halfTwoDirDeco:2, HalfSakuraWoodPlanks
BambooMod:halfTwoDirDeco:4, HalfStrawBlock
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
BambooMod:kawara_stair, Kawara_stair
BambooMod:wara_stair, Straw_stair
BambooMod:decoCarpet:0, TatamiMat
BambooMod:decoCarpet:2, KayabukiMat
BambooMod:decoCarpet:4, TatamiMat(Tan)
BambooMod:decoCarpet:6, TatamiMat(NonBorder+Tan)
BambooMod:decoCarpet:8, TatamiMat(NonBorder)
BambooMod:thickSakuraPillar, SakuraPillar(thick)
BambooMod:thinSakuraPillar, SakuraPillar(thin)
BambooMod:thickOrcPillar, OrcPillar(thick)
BambooMod:thinOrcPillar, OrcPillar(thin)
BambooMod:thickSprucePillar, SprucePillar(thick)
BambooMod:thinSprucePillar, SprucePillar(thin)
BambooMod:thickBirchPillar, BirchPillar(thick)
BambooMod:thinBirchPillar, BirchPillar(thin)
BambooMod:delude_plate, Camoplate
BambooMod:ricePlant, RicePlant
BambooMod:bambooMillStone, MillStone
BambooMod:bambooMoss, MossBlock
BambooMod:bambooMultiPot, MiniFlowerpot
BambooMod:blobkbroom:0, BroomMark(straight)
BambooMod:blobkbroom:1, BroomMark(curve)
BambooMod:bamboohuton, tile.bamboohuton.name
BambooMod:bamboomultiblock:2, MiniBlock2x
BambooMod:bamboomultiblock:3, MiniBlock3x
BambooMod:bamboomultiblock:4, MiniBlock4x
BambooMod:bamboomultiblock:5, MiniBlock5x
BambooMod:alphamultiblock:2, MiniBlock(Alpha)2x
BambooMod:alphamultiblock:3, MiniBlock(Alpha)3x
BambooMod:alphamultiblock:4, MiniBlock(Alpha)4x
BambooMod:alphamultiblock:5, MiniBlock(Alpha)5x
BambooMod:sakuracarpet:0, SakuraCarpet
BambooMod:sakuracarpet:1, SakuraCarpet
BambooMod:sakuracarpet:2, SakuraCarpet
BambooMod:decoPlaster:0, DecoPlaster(I)
BambooMod:decoCurvePlaster:0, DecoPlaster(L)
BambooMod:decoDCurvePlaster:0, DecoPlaster(D)
BambooMod:seaweed, SeaWeed
BambooMod:beanPlant, BeanPlant
BambooMod:tomatoPlant, TomatoPlant
BambooMod:villagerBlock, VillagerBlock
BambooMod:crossLamp:0, Bonfire
BambooMod:crossLamp:1, Lampstand
BambooMod:bambooLiangThick:0, Liang
BambooMod:bambooLiangVLogThick:0, Liang
BambooMod:bambooLiangVLogThick:1, Liang
BambooMod:bambooLiangVLogThick:2, Liang
BambooMod:bambooLiangVLogThick:3, Liang
BambooMod:bambooLiangVLog2Thick:0, Liang
BambooMod:bambooLiangVLog2Thick:1, Liang
BambooMod:bambooLiangVWoodThick:0, Liang
BambooMod:bambooLiangVWoodThick:1, Liang
BambooMod:bambooLiangVWoodThick:2, Liang
BambooMod:bambooLiangVWoodThick:3, Liang
BambooMod:bambooLiangVWoodThick:4, Liang
BambooMod:bambooLiangVWoodThick:5, Liang
BambooMod:bambooLiangThin:0, Liang
BambooMod:bambooLiangVLogThin:0, Liang
BambooMod:bambooLiangVLogThin:1, Liang
BambooMod:bambooLiangVLogThin:2, Liang
BambooMod:bambooLiangVLogThin:3, Liang
BambooMod:bambooLiangVLog2Thin:0, Liang
BambooMod:bambooLiangVLog2Thin:1, Liang
BambooMod:bambooLiangVWoodThin:0, Liang
BambooMod:bambooLiangVWoodThin:1, Liang
BambooMod:bambooLiangVWoodThin:2, Liang
BambooMod:bambooLiangVWoodThin:3, Liang
BambooMod:bambooLiangVWoodThin:4, Liang
BambooMod:bambooLiangVWoodThin:5, Liang
BambooMod:maneki, Maneki
BiblioCraft:tile.BiblioFramedChest:0, Framed Chest
BiblioCraft:BiblioPaneler:0, Oak Furniture Paneler
BiblioCraft:BiblioPaneler:1, Spruce Furniture Paneler
BiblioCraft:BiblioPaneler:2, Birch Furniture Paneler
BiblioCraft:BiblioPaneler:3, Jungle Furniture Paneler
BiblioCraft:BiblioPaneler:4, Acacia Furniture Paneler
BiblioCraft:BiblioPaneler:5, Dark Oak Furniture Paneler
BiblioCraft:BiblioPaneler:6, Framed Furniture Paneler
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, White Typewriter
BiblioCraft:BiblioTypewriter:1, Light Gray Typewriter
BiblioCraft:BiblioTypewriter:2, Gray Typewriter
BiblioCraft:BiblioTypewriter:3, Black Typewriter
BiblioCraft:BiblioTypewriter:4, Red Typewriter
BiblioCraft:BiblioTypewriter:5, Orange Typewriter
BiblioCraft:BiblioTypewriter:6, Yellow Typewriter
BiblioCraft:BiblioTypewriter:7, Lime Typewriter
BiblioCraft:BiblioTypewriter:8, Green Typewriter
BiblioCraft:BiblioTypewriter:9, Cyan Typewriter
BiblioCraft:BiblioTypewriter:10, Light Blue Typewriter
BiblioCraft:BiblioTypewriter:11, Blue Typewriter
BiblioCraft:BiblioTypewriter:12, Purple Typewriter
BiblioCraft:BiblioTypewriter:13, Magenta Typewriter
BiblioCraft:BiblioTypewriter:14, Pink Typewriter
BiblioCraft:BiblioTypewriter:15, Brown Typewriter
BiblioCraft:BiblioClock:0, Oak Clock
BiblioCraft:BiblioClock:1, Spruce Clock
BiblioCraft:BiblioClock:2, Birch Clock
BiblioCraft:BiblioClock:3, Jungle Clock
BiblioCraft:BiblioClock:4, Acacia Clock
BiblioCraft:BiblioClock:5, Dark Oak Clock
BiblioCraft:BiblioClock:6, Framed Clock
BiblioCraft:BiblioFlatPainting:0, Oak Painting Frame
BiblioCraft:BiblioFlatPainting:1, Spruce Painting Frame
BiblioCraft:BiblioFlatPainting:2, Birch Painting Frame
BiblioCraft:BiblioFlatPainting:3, Jungle Painting Frame
BiblioCraft:BiblioFlatPainting:4, Acacia Painting Frame
BiblioCraft:BiblioFlatPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioFlatPainting:6, Framed Painting Frame
BiblioCraft:BiblioSimplePainting:0, Oak Painting Frame
BiblioCraft:BiblioSimplePainting:1, Spruce Painting Frame
BiblioCraft:BiblioSimplePainting:2, Birch Painting Frame
BiblioCraft:BiblioSimplePainting:3, Jungle Painting Frame
BiblioCraft:BiblioSimplePainting:4, Acacia Painting Frame
BiblioCraft:BiblioSimplePainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioSimplePainting:6, Framed Painting Frame
BiblioCraft:BiblioMiddlePainting:0, Oak Painting Frame
BiblioCraft:BiblioMiddlePainting:1, Spruce Painting Frame
BiblioCraft:BiblioMiddlePainting:2, Birch Painting Frame
BiblioCraft:BiblioMiddlePainting:3, Jungle Painting Frame
BiblioCraft:BiblioMiddlePainting:4, Acacia Painting Frame
BiblioCraft:BiblioMiddlePainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioMiddlePainting:6, Framed Painting Frame
BiblioCraft:BiblioFancyPainting:0, Oak Painting Frame
BiblioCraft:BiblioFancyPainting:1, Spruce Painting Frame
BiblioCraft:BiblioFancyPainting:2, Birch Painting Frame
BiblioCraft:BiblioFancyPainting:3, Jungle Painting Frame
BiblioCraft:BiblioFancyPainting:4, Acacia Painting Frame
BiblioCraft:BiblioFancyPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioFancyPainting:6, Framed Painting Frame
BiblioCraft:BiblioBorderlessPainting:0, Oak Painting Frame
BiblioCraft:BiblioBorderlessPainting:1, Spruce Painting Frame
BiblioCraft:BiblioBorderlessPainting:2, Birch Painting Frame
BiblioCraft:BiblioBorderlessPainting:3, Jungle Painting Frame
BiblioCraft:BiblioBorderlessPainting:4, Acacia Painting Frame
BiblioCraft:BiblioBorderlessPainting:5, Dark Oak Painting Frame
BiblioCraft:BiblioBorderlessPainting:6, Framed Painting Frame
BiblioCraft:BiblioPaintPress, Painting Press
BiblioCraft:BiblioSwordPedestal:0, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:1, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:2, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:3, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:4, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:5, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:6, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:7, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:8, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:9, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:10, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:11, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:12, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:13, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:14, Sword Pedestal
BiblioCraft:BiblioSwordPedestal:15, Sword Pedestal
BiblioCraft:BiblioFancySign:0, Oak Fancy Sign
BiblioCraft:BiblioFancySign:1, Spruce Fancy Sign
BiblioCraft:BiblioFancySign:2, Birch Fancy Sign
BiblioCraft:BiblioFancySign:3, Jungle Fancy Sign
BiblioCraft:BiblioFancySign:4, Acacia Fancy Sign
BiblioCraft:BiblioFancySign:5, Dark Oak Fancy Sign
BiblioCraft:BiblioFancySign:6, Framed Fancy Sign
BiblioCraft:BiblioWorkbench:0, Oak Fancy Workbench
BiblioCraft:BiblioWorkbench:1, Spruce Fancy Workbench
BiblioCraft:BiblioWorkbench:2, Birch Fancy Workbench
BiblioCraft:BiblioWorkbench:3, Jungle Fancy Workbench
BiblioCraft:BiblioWorkbench:4, Acacia Fancy Workbench
BiblioCraft:BiblioWorkbench:5, Dark Oak Fancy Workbench
BiblioCraft:BiblioWorkbench:6, Framed Fancy Workbench
BiblioCraft:BiblioBell, Desk Bell
BiblioCraft:Bibliotheca:0, Oak Bookcase
BiblioCraft:Bibliotheca:1, Spruce Bookcase
BiblioCraft:Bibliotheca:2, Birch Bookcase
BiblioCraft:Bibliotheca:3, Jungle Bookcase
BiblioCraft:Bibliotheca:4, Acacia Bookcase
BiblioCraft:Bibliotheca:5, Dark Oak Bookcase
BiblioCraft:Bibliotheca:6, Framed Bookcase
BiblioCraft:BookcaseFilled:0, Oak Bookcase
BiblioCraft:BookcaseFilled:1, Spruce Bookcase
BiblioCraft:BookcaseFilled:2, Birch Bookcase
BiblioCraft:BookcaseFilled:3, Jungle Bookcase
BiblioCraft:BookcaseFilled:4, Acacia Bookcase
BiblioCraft:BookcaseFilled:5, Dark Oak Bookcase
BiblioCraft:BookcaseFilled:6, Framed Bookcase
BiblioCraft:BiblioPotionShelf:0, Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:1, Spruce Potion Shelf
BiblioCraft:BiblioPotionShelf:2, Birch Potion Shelf
BiblioCraft:BiblioPotionShelf:3, Jungle Potion Shelf
BiblioCraft:BiblioPotionShelf:4, Acacia Potion Shelf
BiblioCraft:BiblioPotionShelf:5, Dark Oak Potion Shelf
BiblioCraft:BiblioPotionShelf:6, Framed Potion Shelf
BiblioCraft:BiblioShelf:0, Oak Shelf
BiblioCraft:BiblioShelf:1, Spruce Shelf
BiblioCraft:BiblioShelf:2, Birch Shelf
BiblioCraft:BiblioShelf:3, Jungle Shelf
BiblioCraft:BiblioShelf:4, Acacia Shelf
BiblioCraft:BiblioShelf:5, Dark Oak Shelf
BiblioCraft:BiblioShelf:6, Framed Shelf
BiblioCraft:BiblioRack:0, Oak Tool Rack
BiblioCraft:BiblioRack:1, Spruce Tool Rack
BiblioCraft:BiblioRack:2, Birch Tool Rack
BiblioCraft:BiblioRack:3, Jungle Tool Rack
BiblioCraft:BiblioRack:4, Acacia Tool Rack
BiblioCraft:BiblioRack:5, Dark Oak Tool Rack
BiblioCraft:BiblioRack:6, Framed Tool Rack
BiblioCraft:BiblioCase:0, Oak Case
BiblioCraft:BiblioCase:1, Spruce Case
BiblioCraft:BiblioCase:2, Birch Case
BiblioCraft:BiblioCase:3, Jungle Case
BiblioCraft:BiblioCase:4, Acacia Case
BiblioCraft:BiblioCase:5, Dark Oak Case
BiblioCraft:BiblioCase:6, Framed Case
BiblioCraft:BiblioLabel:0, Oak Wood Label
BiblioCraft:BiblioLabel:1, Spruce Wood Label
BiblioCraft:BiblioLabel:2, Birch Wood Label
BiblioCraft:BiblioLabel:3, Jungle Wood Label
BiblioCraft:BiblioLabel:4, Acacia Label
BiblioCraft:BiblioLabel:5, Dark Oak Label
BiblioCraft:BiblioLabel:6, Framed Label
BiblioCraft:BiblioDesk:0, Oak Desk
BiblioCraft:BiblioDesk:1, Spruce Desk
BiblioCraft:BiblioDesk:2, Birch Desk
BiblioCraft:BiblioDesk:3, Jungle Desk
BiblioCraft:BiblioDesk:4, Acacia Desk
BiblioCraft:BiblioDesk:5, Dark Oak Desk
BiblioCraft:BiblioDesk:6, Framed Desk
BiblioCraft:BiblioTable:0, Oak Table
BiblioCraft:BiblioTable:1, Spruce Table
BiblioCraft:BiblioTable:2, Birch Table
BiblioCraft:BiblioTable:3, Jungle Table
BiblioCraft:BiblioTable:4, Acacia Table
BiblioCraft:BiblioTable:5, Dark Oak Table
BiblioCraft:BiblioTable:6, Framed Table
BiblioCraft:Armor Stand, Armor Stand
BiblioCraft:Typesetting Machine, Typesetting Table
BiblioCraft:Printing Press, Printing Press
BiblioCraft:BiblioLantern:0, Fancy Lantern
BiblioCraft:BiblioLantern:1, Fancy Lantern
BiblioCraft:BiblioLantern:2, Fancy Lantern
BiblioCraft:BiblioLantern:3, Fancy Lantern
BiblioCraft:BiblioLantern:4, Fancy Lantern
BiblioCraft:BiblioLantern:5, Fancy Lantern
BiblioCraft:BiblioLantern:6, Fancy Lantern
BiblioCraft:BiblioLantern:7, Fancy Lantern
BiblioCraft:BiblioLantern:8, Fancy Lantern
BiblioCraft:BiblioLantern:9, Fancy Lantern
BiblioCraft:BiblioLantern:10, Fancy Lantern
BiblioCraft:BiblioLantern:11, Fancy Lantern
BiblioCraft:BiblioLantern:12, Fancy Lantern
BiblioCraft:BiblioLantern:13, Fancy Lantern
BiblioCraft:BiblioLantern:14, Fancy Lantern
BiblioCraft:BiblioLantern:15, Fancy Lantern
BiblioCraft:BiblioIronLantern:0, Fancy Lantern
BiblioCraft:BiblioIronLantern:1, Fancy Lantern
BiblioCraft:BiblioIronLantern:2, Fancy Lantern
BiblioCraft:BiblioIronLantern:3, Fancy Lantern
BiblioCraft:BiblioIronLantern:4, Fancy Lantern
BiblioCraft:BiblioIronLantern:5, Fancy Lantern
BiblioCraft:BiblioIronLantern:6, Fancy Lantern
BiblioCraft:BiblioIronLantern:7, Fancy Lantern
BiblioCraft:BiblioIronLantern:8, Fancy Lantern
BiblioCraft:BiblioIronLantern:9, Fancy Lantern
BiblioCraft:BiblioIronLantern:10, Fancy Lantern
BiblioCraft:BiblioIronLantern:11, Fancy Lantern
BiblioCraft:BiblioIronLantern:12, Fancy Lantern
BiblioCraft:BiblioIronLantern:13, Fancy Lantern
BiblioCraft:BiblioIronLantern:14, Fancy Lantern
BiblioCraft:BiblioIronLantern:15, Fancy Lantern
BiblioCraft:BiblioLamp:0, Fancy Lamp
BiblioCraft:BiblioLamp:1, Fancy Lamp
BiblioCraft:BiblioLamp:2, Fancy Lamp
BiblioCraft:BiblioLamp:3, Fancy Lamp
BiblioCraft:BiblioLamp:4, Fancy Lamp
BiblioCraft:BiblioLamp:5, Fancy Lamp
BiblioCraft:BiblioLamp:6, Fancy Lamp
BiblioCraft:BiblioLamp:7, Fancy Lamp
BiblioCraft:BiblioLamp:8, Fancy Lamp
BiblioCraft:BiblioLamp:9, Fancy Lamp
BiblioCraft:BiblioLamp:10, Fancy Lamp
BiblioCraft:BiblioLamp:11, Fancy Lamp
BiblioCraft:BiblioLamp:12, Fancy Lamp
BiblioCraft:BiblioLamp:13, Fancy Lamp
BiblioCraft:BiblioLamp:14, Fancy Lamp
BiblioCraft:BiblioLamp:15, Fancy Lamp
BiblioCraft:BiblioIronLamp:0, Fancy Lamp
BiblioCraft:BiblioIronLamp:1, Fancy Lamp
BiblioCraft:BiblioIronLamp:2, Fancy Lamp
BiblioCraft:BiblioIronLamp:3, Fancy Lamp
BiblioCraft:BiblioIronLamp:4, Fancy Lamp
BiblioCraft:BiblioIronLamp:5, Fancy Lamp
BiblioCraft:BiblioIronLamp:6, Fancy Lamp
BiblioCraft:BiblioIronLamp:7, Fancy Lamp
BiblioCraft:BiblioIronLamp:8, Fancy Lamp
BiblioCraft:BiblioIronLamp:9, Fancy Lamp
BiblioCraft:BiblioIronLamp:10, Fancy Lamp
BiblioCraft:BiblioIronLamp:11, Fancy Lamp
BiblioCraft:BiblioIronLamp:12, Fancy Lamp
BiblioCraft:BiblioIronLamp:13, Fancy Lamp
BiblioCraft:BiblioIronLamp:14, Fancy Lamp
BiblioCraft:BiblioIronLamp:15, Fancy Lamp
BiblioCraft:BiblioStuffs:0, Cookie Jar
BiblioCraft:BiblioStuffs:2, Dinner Plate
BiblioCraft:BiblioStuffs:3, Disc Rack
BiblioCraft:BiblioMapFrames:0, Oak Map Frame
BiblioCraft:BiblioMapFrames:1, Spruce Map Frame
BiblioCraft:BiblioMapFrames:2, Birch Map Frame
BiblioCraft:BiblioMapFrames:3, Jungle Map Frame
BiblioCraft:BiblioMapFrames:4, Acacia Map Frame
BiblioCraft:BiblioMapFrames:5, Dark Oak Map Frame
BiblioCraft:BiblioMapFrames:6, Framed Map Frame
BiblioCraft:BiblioSeats:0, Oak Seat
BiblioCraft:BiblioSeats:1, Spruce Seat
BiblioCraft:BiblioSeats:2, Birch Seat
BiblioCraft:BiblioSeats:3, Jungle Seat
BiblioCraft:BiblioSeats:4, Acacia Seat
BiblioCraft:BiblioSeats:5, Dark Oak Seat
BiblioCraft:BiblioSeats:6, Framed Seat
Natura:N Crops, Crops
Natura:BerryBush:12, Raspberry Bush
Natura:BerryBush:13, Blueberry Bush
Natura:BerryBush:14, Blackberry Bush
Natura:BerryBush:15, Maloberry Bush
Natura:NetherBerryBush:12, Blightberry Bush
Natura:NetherBerryBush:13, Duskberry Bush
Natura:NetherBerryBush:14, Skyberry Bush
Natura:NetherBerryBush:15, Stingberry Bush
Natura:Cloud:0, Cloud
Natura:Cloud:1, Dark Cloud
Natura:Cloud:2, Ash Cloud
Natura:Cloud:3, Sulfur Cloud
Natura:tree:0, Eucalyptus Wood
Natura:tree:1, Sakura Wood
Natura:tree:2, Ghostwood
Natura:tree:3, Hopseed Wood
Natura:redwood:0, Redwood Bark
Natura:redwood:1, Redwood
Natura:redwood:2, Redwood Root
Natura:planks:0, Eucalyptus Planks
Natura:planks:1, Sakura Planks
Natura:planks:2, Ghostwood Planks
Natura:planks:3, Redwood Planks
Natura:planks:4, Bloodwood Planks
Natura:planks:5, Hopseed Planks
Natura:planks:6, Maple Planks
Natura:planks:7, Silverbell Planks
Natura:planks:8, Amaranth Planks
Natura:planks:9, Tigerwood Planks
Natura:planks:10, Willow Planks
Natura:planks:11, Darkwood Planks
Natura:planks:12, Fusewood Planks
Natura:floraleaves:0, Redwood Leaves
Natura:floraleaves:1, Eucalyptus Leaves
Natura:floraleaves:2, Hopseed Leaves
Natura:floraleavesnocolor:0, Sakura Leaves
Natura:floraleavesnocolor:1, Ghostwood Leaves
Natura:floraleavesnocolor:2, Bloodleaves
Natura:floraleavesnocolor:3, Willow Leaves
Natura:florasapling:0, Redwood Sapling
Natura:florasapling:1, Eucalyptus Sapling
Natura:florasapling:2, Hopseed Sapling
Natura:florasapling:3, Sakura Sapling
Natura:florasapling:4, Ghostwood Sapling
Natura:florasapling:5, Blood Sapling
Natura:florasapling:6, Darkwood Sapling
Natura:florasapling:7, Fusewood Sapling
Natura:Saguaro:0, Saguaro Cactus
Natura:willow:0, Willow Wood
Natura:door.redwood, Redwood Door
Natura:door.eucalyptus, Eucalyptus Door
Natura:door.hopseed, Hopseed Door
Natura:door.sakura, Sakura Door
Natura:door.ghostwood, Ghostwood Door
Natura:door.bloodwood, Bloodwood Door
Natura:door.redwoodbark, Redwood Bark Door
Natura:bloodwood:0, Bloodwood
Natura:bloodwood:15, Bloodwood
Natura:soil.tainted, Tainted Soil
Natura:heatsand, Heat Sand
Natura:Dark Tree:0, Darkwood
Natura:Dark Tree:1, Fusewood
Natura:Dark Leaves:0, Darkwood Leaves
Natura:Dark Leaves:1, Darkwood Leaves
Natura:Dark Leaves:2, Darkwood Leaves
Natura:Dark Leaves:3, Fusewood Leaves
Natura:Thornvines, Thornvines
Natura:Glowshroom:0, Green Glowshroom
Natura:Glowshroom:1, Purple Glowshroom
Natura:Glowshroom:2, Blue Glowshroom
Natura:blueGlowshroom, Blue Glowshroom
Natura:purpleGlowshroom, Purple Glowshroom
Natura:greenGlowshroom, Green Glowshroom
Natura:Blazerail, Blaze Rail
Natura:BrailPowered, Powered Blaze Rail
Natura:BrailDetector, Detector Blaze Rail
Natura:BrailActivator, Activator Blaze Rail
Natura:NetherFurnace, Nether Furnace
